sgRNA	gene	9606.sample	CRISPR_C6596666.sample
ZBTB33_CCDS14596.1_ex0_X:119387614-119387637:+_5-1	ZBTB33	700	531
ATOX1_CCDS47317.1_ex0_5:151125974-151125997:-_3-2	ATOX1	405	300
sgPOLR3K_3	POLR3K_LS	160	146
sgDTX3L_5	DTX3L_LS	420	339
TTC1_CCDS4348.1_ex1_5:159462161-159462184:+_5-3	TTC1	52	445
ZFR_CCDS34139.1_ex17_5:32420178-32420201:+_5-5	ZFR	456	709
C8B_CCDS30730.1_ex6_1:57415267-57415290:-_5-1	C8B	461	350
CDK5RAP3_CCDS42356.1_ex5_17:46052537-46052560:-_5-2	CDK5RAP3	229	422
RHBDF2_CCDS32743.1_ex13_17:74475072-74475095:+_5-5	RHBDF2	608	425
TMEM194A_CCDS31841.1_ex5_12:57464637-57464660:+_5-3	TMEM194A	315	448
RTP3_CCDS2740.1_ex1_3:46542073-46542096:+_5-3	RTP3	345	262
NLRP11_CCDS12935.1_ex7_19:56321067-56321090:-_5-4	NLRP11	427	379
ZNF585B_CCDS12500.1_ex0_19:37678103-37678126:-_5-4	ZNF585B	101	83
sgTRIB1_2	TRIB1_LS	146	591
ARID4A_CCDS45114.1_ex9_14:58796793-58796816:-_5-3	ARID4A	267	267
GATA2_CCDS3049.1_ex3_3:128205141-128205164:-_5-4	GATA2	1055	874
TEP1_CCDS9548.1_ex41_14:20859232-20859255:+_5-2	TEP1	1184	1014
DOK4_CCDS10783.1_ex6_16:57509822-57509845:-_5-5	DOK4	574	413
CDAN1_CCDS32209.1_ex26_15:43028914-43028937:+_5-5	CDAN1	234	532
GAP43_CCDS33830.1_ex1_3:115395044-115395067:-_5-4	GAP43	748	619
sgMAPK13_1	MAPK13_LS	435	389
OVOL2_CCDS13132.1_ex2_20:18037469-18037492:+_5-5	OVOL2	817	609
SMNDC1_CCDS7565.1_ex2_10:112057419-112057442:+_5-2	SMNDC1	295	578
RNF185_CCDS13890.1_ex0_22:31583221-31583244:+_6-1	RNF185	379	548
DDX55_CCDS9251.1_ex3_12:124092010-124092033:+_5-2	DDX55	89	333
XRCC1_CCDS12624.1_ex11_19:44057590-44057613:-_5-3	XRCC1	894	705
GDA_CCDS56576.1_ex4_9:74828885-74828908:+_5-3	GDA	381	274
LRRN1_CCDS33685.1_ex0_3:3887180-3887203:+_5-5	LRRN1	252	242
IDE_CCDS53554.1_ex7_10:94230068-94230091:+_5-1	IDE	399	391
ATF5_CCDS12789.1_ex0_19:50434218-50434241:+_5-2	ATF5	219	364
PTCD3_CCDS33235.1_ex7_2:86348662-86348685:-_5-3	PTCD3	114	372
MIEN1_CCDS11344.1_ex2_17:37886479-37886502:-_5-3	MIEN1	559	384
TRAPPC2L_CCDS10971.1_ex1_16:88925115-88925138:+_5-2	TRAPPC2L	577	641
DUSP11_CCDS1928.2_ex7_2:74005464-74005487:+_5-2	DUSP11	563	477
KIAA0226_CCDS43195.1_ex13_3:197427499-197427522:+_5-1	KIAA0226	374	396
INADL_CCDS617.2_ex18_1:62330137-62330160:-_5-5	INADL	541	560
RTKN2_CCDS7263.1_ex10_10:64022530-64022553:-_5-5	RTKN2	323	351
KALRN_CCDS3028.1_ex12_3:124385333-124385356:+_10-8	KALRN	219	408
sgRPS17_8	RPS17_LS	22	135
CMTM2_CCDS10814.1_ex2_16:66620913-66620936:-_5-4	CMTM2	287	247
GRK4_CCDS33946.1_ex2_4:2990519-2990542:+_5-1	GRK4	390	231
sgPOLR2D_8	POLR2D_LS	6	621
sgTCERG1_4	TCERG1_LS	475	427
DEPDC4_CCDS9075.1_ex3_12:100657467-100657490:-_5-2	DEPDC4	148	145
sgCTTN_7	CTTN_LS	582	640
APCDD1_CCDS11849.1_ex2_18:10471779-10471802:+_5-5	APCDD1	410	444
sgBRD2_1	BRD2_LS	251	264
ZNF146_CCDS12492.1_ex0_19:36727536-36727559:-_5-2	ZNF146	733	599
NFE2L2_CCDS42782.1_ex3_2:178098735-178098758:+_5-5	NFE2L2	420	476
EEF1D_CCDS47930.1_ex4_8:144663482-144663505:-_11-4	EEF1D	628	623
FAM20B_CCDS1328.1_ex1_1:179019444-179019467:-_5-4	FAM20B	282	210
NDST4_CCDS3706.1_ex9_4:115858569-115858592:-_5-1	NDST4	586	449
HAUS5_CCDS42550.1_ex8_19:36108771-36108794:-_5-4	HAUS5	196	377
KCNH5_CCDS45122.1_ex5_14:63453818-63453841:-_5-2	KCNH5	184	199
CYB561_CCDS11636.1_ex4_17:61514801-61514824:-_5-5	CYB561	572	744
LYZL4_CCDS2697.1_ex3_3:42448639-42448662:-_5-5	LYZL4	315	322
EIF4A2_CCDS3282.1_ex7_3:186504980-186505003:+_5-5	EIF4A2	439	519
sgMAP3K4_4	MAP3K4_LS	358	346
CXCL2_CCDS34008.1_ex2_4:74964604-74964627:+_5-4	CXCL2	641	625
sgSPIN2A_5	SPIN2A_LS	457	560
FGF6_CCDS8527.1_ex2_12:4554578-4554601:-_5-5	FGF6	767	767
MYL6_CCDS31834.1_ex3_12:56553750-56553773:+_5-3	MYL6	435	355
DDX60L_CCDS47161.1_ex33_4:169382986-169383009:+_5-4	DDX60L	136	162
SAE1_CCDS12696.1_ex2_19:47653453-47653476:-_6-5	SAE1	32	461
sgIKBKAP_2	IKBKAP_LS	345	438
GIT1_CCDS11250.1_ex10_17:27904679-27904702:+_5-2	GIT1	328	443
GOLT1B_CCDS8689.1_ex2_12:21661432-21661455:-_5-4	GOLT1B	108	169
ALK_CCDS33172.1_ex28_2:30143322-30143345:+_5-5	ALK	534	441
ATP1B3_CCDS3121.1_ex3_3:141632561-141632584:-_5-5	ATP1B3	130	132
sgTRMT61B_4	TRMT61B_LS	286	644
ACBD7_CCDS31153.1_ex2_10:15120935-15120958:-_5-4	ACBD7	105	57
LRP5_CCDS8181.1_ex5_11:68153898-68153921:+_5-3	LRP5	370	377
C20orf195_CCDS13526.1_ex0_20:62187231-62187254:+_5-3	C20orf195	442	459
ARHGEF1_CCDS12590.1_ex11_19:42399466-42399489:-_5-3	ARHGEF1	470	485
COPRS_CCDS11268.1_ex1_17:30179871-30179894:+_5-1	COPRS	102	277
H1F0_CCDS13956.1_ex0_22:38201710-38201733:+_5-2	H1F0	280	338
TNFRSF13C_CCDS14024.1_ex1_22:42322280-42322303:-_5-4	TNFRSF13C	900	814
ZHX1_CCDS6342.1_ex0_8:124267147-124267170:-_5-3	ZHX1	385	669
LYPD1_CCDS42759.1_ex0_2:133403817-133403840:-_7-6	LYPD1	439	513
CTRL00998	NON-TARGETING	432	345
FMOD_CCDS30976.1_ex1_1:203317195-203317218:+_5-2	FMOD	573	623
RBM17_CCDS7077.1_ex2_10:6146936-6146959:-_5-2	RBM17	132	438
TMBIM1_CCDS2412.1_ex9_2:219144791-219144814:-_5-4	TMBIM1	556	714
BRAT1_CCDS5334.1_ex9_7:2583245-2583268:+_5-3	BRAT1	188	379
ABCA12_CCDS33372.1_ex26_2:215852498-215852521:+_5-1	ABCA12	358	408
CNIH3_CCDS1544.1_ex1_1:224868706-224868729:-_5-2	CNIH3	580	558
sgEIF4A1_6	EIF4A1_LS	48	377
SNAP25_CCDS13109.1_ex4_20:10277639-10277662:-_5-4	SNAP25	301	471
ALG12_CCDS14081.1_ex4_22:50302940-50302963:-_5-1	ALG12	873	588
GPR150_CCDS4074.1_ex0_5:94956252-94956275:+_5-2	GPR150	508	799
UBTF_CCDS11480.1_ex12_17:42289274-42289297:-_5-2	UBTF	83	873
C19orf45_CCDS12179.2_ex0_19:7566013-7566036:+_5-3	C19orf45	564	615
SCRT1_CCDS6421.1_ex0_8:145557582-145557605:-_5-2	SCRT1	464	552
PLA2G4E_CCDS55962.1_ex8_15:42287672-42287695:-_5-2	PLA2G4E	550	526
CCDC67_CCDS44707.1_ex2_11:93090115-93090138:+_5-2	CCDC67	437	332
CLDN5_CCDS13763.2_ex0_22:19511750-19511773:-_5-3	CLDN5	535	557
sgSTK31_5	STK31_LS	208	298
NXN_CCDS10998.1_ex5_17:726871-726894:-_5-2	NXN	474	474
CTRL00080	NON-TARGETING	473	521
APOBEC3B_CCDS13982.1_ex4_22:39385464-39385487:-_5-2	APOBEC3B	599	315
ZCCHC9_CCDS4054.1_ex0_5:80600820-80600843:+_5-3	ZCCHC9	107	257
AS3MT_CCDS41567.1_ex3_10:104632228-104632251:-_5-1	AS3MT	417	269
HERC2_CCDS10021.1_ex79_15:28510831-28510854:+_5-4	HERC2	801	677
FBXL3_CCDS9457.1_ex1_13:77589645-77589668:+_5-2	FBXL3	51	105
SSX7_CCDS14343.1_ex3_X:52681325-52681348:+_3-2	SSX7	426	454
UNC45B_CCDS11292.1_ex2_17:33477100-33477123:+_5-2	UNC45B	332	668
PYROXD2_CCDS7474.1_ex14_10:100170697-100170720:-_5-5	PYROXD2	765	552
NR1H4_CCDS55873.1_ex1_12:100904903-100904926:-_5-5	NR1H4	334	337
KEL_CCDS34766.1_ex11_7:142651342-142651365:+_5-3	KEL	627	463
HIST1H3C_CCDS4576.1_ex0_6:26045780-26045803:-_5-2	HIST1H3C	452	596
GPR1_CCDS2368.1_ex0_2:207041608-207041631:+_5-2	GPR1	729	730
NOTCH3_CCDS12326.1_ex16_19:15292528-15292551:+_5-2	NOTCH3	396	604
SGIP1_CCDS30744.1_ex6_1:67109213-67109236:+_5-3	SGIP1	296	318
TCTEX1D1_CCDS633.1_ex2_1:67241978-67242001:-_5-2	TCTEX1D1	493	642
sgPOLN_8	POLN_LS	552	424
NOXA1_CCDS59157.1_ex5_9:140325682-140325705:-_5-5	NOXA1	526	410
ARHGDIB_CCDS8671.1_ex3_12:15102727-15102750:+_5-3	ARHGDIB	87	136
AURKAIP1_CCDS25.1_ex1_1:1309606-1309629:+_5-3	AURKAIP1	383	562
CEACAM3_CCDS12586.2_ex1_19:42301710-42301733:+_8-4	CEACAM3	495	376
GUCA1C_CCDS2954.1_ex3_3:108672492-108672515:+_5-4	GUCA1C	635	713
NPBWR1_CCDS6151.1_ex0_8:53852948-53852971:-_5-5	NPBWR1	423	436
EXOC3_CCDS54830.1_ex2_5:454123-454146:+_5-5	EXOC3	280	556
EDF1_CCDS65193.1_ex2_9:139757744-139757767:-_5-1	EDF1	417	481
GGA1_CCDS13951.1_ex3_22:38014483-38014506:+_11-6	GGA1	513	450
MCOLN3_CCDS58009.1_ex6_1:85494859-85494882:-_5-1	MCOLN3	395	317
YWHAB_CCDS13339.1_ex0_20:43530419-43530442:+_5-1	YWHAB	318	273
PIANP_CCDS44818.1_ex3_12:6806798-6806821:+_5-5	PIANP	1015	791
KCTD18_CCDS2330.1_ex3_2:201363724-201363747:-_5-3	KCTD18	150	119
EIF1AY_CCDS14795.1_ex2_Y:22744494-22744517:+_6-2	EIF1AY	549	462
WISP1_CCDS56555.1_ex2_8:134239731-134239754:+_17-14	WISP1	335	397
GTF3C5_CCDS48050.1_ex4_9:135927441-135927464:-_5-5	GTF3C5	155	497
RBM43_CCDS2191.1_ex0_2:152108108-152108131:-_5-3	RBM43	91	106
sgSKIV2L2_2	SKIV2L2_LS	18	260
sgAKT2_7	AKT2_LS	158	375
GRIK3_CCDS416.1_ex12_1:37337875-37337898:+_5-3	GRIK3	582	667
EOMES_CCDS2646.1_ex4_3:27761661-27761684:-_5-4	EOMES	335	417
DUSP28_CCDS33418.1_ex0_2:241500305-241500328:-_5-1	DUSP28	626	698
GLT1D1_CCDS9265.1_ex3_12:129383789-129383812:+_5-4	GLT1D1	430	376
ZBTB6_CCDS6846.1_ex0_9:125673506-125673529:-_5-1	ZBTB6	70	99
TRDN_CCDS55053.1_ex39_6:123892119-123892142:-_5-4	TRDN	594	658
UBLCP1_CCDS4345.1_ex4_5:158699033-158699056:+_5-5	UBLCP1	669	683
TAB1_CCDS13992.1_ex4_22:39813806-39813829:-_5-4	TAB1	502	492
MRPS2_CCDS6990.1_ex2_9:138393771-138393794:+_5-3	MRPS2	226	384
CENPV_CCDS32575.1_ex4_17:16256368-16256391:-_5-1	CENPV	672	517
OSBP2_CCDS43002.1_ex6_22:31285489-31285512:-_5-2	OSBP2	1025	786
CXCR5_CCDS8402.1_ex1_11:118764399-118764422:+_5-1	CXCR5	1029	892
CNOT6L_CCDS47082.1_ex5_4:78665957-78665980:+_5-1	CNOT6L	420	584
GTF2F2_CCDS9395.1_ex3_13:45725908-45725931:+_5-3	GTF2F2	287	510
TTBK2_CCDS42029.1_ex10_15:43122203-43122226:-_5-5	TTBK2	562	621
CSPG5_CCDS2757.1_ex3_3:47618979-47619002:+_5-5	CSPG5	465	353
sgRNF20_6	RNF20_LS	31	347
CXCL6_CCDS3560.1_ex0_4:74702565-74702588:-_5-1	CXCL6	589	525
HRH3_CCDS13493.1_ex0_20:60791766-60791789:+_5-1	HRH3	228	229
LYZL6_CCDS11302.1_ex2_17:34264841-34264864:-_5-3	LYZL6	460	360
ARID4A_CCDS45114.1_ex12_14:58813733-58813756:-_5-4	ARID4A	217	259
SLC39A4_CCDS43782.1_ex9_8:145640613-145640636:-_5-2	SLC39A4	618	793
CLIC1_CCDS4719.1_ex1_6:31700169-31700192:-_5-1	CLIC1	557	455
MED10_CCDS34134.1_ex1_5:6374492-6374515:+_5-2	MED10	292	446
PRLR_CCDS3909.1_ex4_5:35072775-35072798:-_5-4	PRLR	361	201
CDK2_CCDS8898.1_ex2_12:56361943-56361966:-_5-2	CDK2	131	174
NAALADL1_CCDS31604.1_ex16_11:64825548-64825571:-_5-5	NAALADL1	648	632
ZWINT_CCDS31205.1_ex6_10:58120060-58120083:+_5-5	ZWINT	418	679
sgDDX19B_6	DDX19B_LS	234	177
CASC1_CCDS31759.2_ex7_12:25297495-25297518:+_5-1	CASC1	178	187
C5orf63_CCDS54895.1_ex1_5:126388345-126388368:+_5-3	C5orf63	374	468
GSX2_CCDS3494.1_ex0_4:54966852-54966875:+_5-4	GSX2	849	772
sgCAMKV_4	CAMKV_LS	493	382
sgSOX9_4	SOX9_LS	56	521
TRAPPC13_CCDS47221.1_ex8_5:64954299-64954322:+_5-4	TRAPPC13	652	508
NID2_CCDS9706.1_ex20_14:52534655-52534678:+_5-3	NID2	253	244
DENND5A_CCDS31423.1_ex18_11:9215054-9215077:-_5-3	DENND5A	716	675
TAF11_CCDS4797.1_ex4_6:34855595-34855618:-_5-4	TAF11	599	520
UBE4B_CCDS110.1_ex11_1:10190578-10190601:+_5-4	UBE4B	452	364
EXOSC9_CCDS34057.1_ex5_4:122728715-122728738:-_5-3	EXOSC9	242	334
PRG4_CCDS1369.1_ex5_1:186275499-186275522:-_5-1	PRG4	235	284
IDE_CCDS53554.1_ex10_10:94239117-94239140:+_5-4	IDE	327	246
TENM4_CCDS44688.1_ex25_11:78600926-78600949:+_5-4	TENM4	1132	936
TRMT112_CCDS66113.1_ex2_11:64084788-64084811:-_5-5	TRMT112	154	524
CCBL2_CCDS30766.1_ex10_1:89434356-89434379:-_5-5	CCBL2	380	336
KIF24_CCDS6551.2_ex11_9:34311076-34311099:+_5-5	KIF24	478	629
GLP1R_CCDS4839.1_ex2_6:39025300-39025323:-_5-2	GLP1R	297	341
TMEM219_CCDS42145.1_ex1_16:29974757-29974780:-_5-1	TMEM219	393	560
C12orf40_CCDS41770.1_ex4_12:40040647-40040670:+_5-3	C12orf40	144	204
HSP90AA1_CCDS32160.1_ex8_14:102552282-102552305:-_5-2	HSP90AA1	177	379
sgCLIP1_5	CLIP1_LS	533	502
SOX30_CCDS4339.1_ex4_5:157078882-157078905:-_5-5	SOX30	2	50
SPTLC3_CCDS13115.2_ex1_20:13029738-13029761:+_5-2	SPTLC3	610	612
AKAP7_CCDS5142.2_ex3_6:131486302-131486325:-_14-3	AKAP7	250	189
LUC7L_CCDS10401.1_ex4_16:256079-256102:-_5-2	LUC7L	293	342
C3orf38_CCDS2921.2_ex1_3:88202599-88202622:+_5-3	C3orf38	319	288
sgCDK2_4	CDK2_LS	352	617
sgNACC2_4	NACC2_LS	334	469
sgTRERF1_1	TRERF1_LS	454	325
FOLH1_CCDS31493.1_ex15_11:49221850-49221873:+_11-7	FOLH1	228	371
CUBN_CCDS7113.1_ex52_10:17130294-17130317:-_5-4	CUBN	414	486
TMEM135_CCDS53692.1_ex2_11:86782616-86782639:-_5-1	TMEM135	419	503
SPATA20_CCDS11571.1_ex6_17:48626705-48626728:+_5-3	SPATA20	551	639
NCKAP1L_CCDS31813.1_ex5_12:54903452-54903475:+_5-2	NCKAP1L	1185	763
TCEA3_CCDS44086.1_ex7_1:23743873-23743896:-_5-3	TCEA3	329	461
CPO_CCDS2372.1_ex4_2:207824423-207824446:-_5-4	CPO	54	93
TTC38_CCDS43030.1_ex3_22:46669905-46669928:-_5-3	TTC38	1025	787
YKT6_CCDS5482.1_ex2_7:44245993-44246016:-_5-1	YKT6	135	552
TCTE3_CCDS5310.1_ex2_6:170144284-170144307:+_5-4	TCTE3	484	314
CTDSPL_CCDS33734.1_ex5_3:38012902-38012925:+_5-5	CTDSPL	472	672
ZNFX1_CCDS13417.1_ex5_20:47872387-47872410:-_5-1	ZNFX1	1083	671
METTL22_CCDS10533.2_ex1_16:8722867-8722890:-_5-3	METTL22	422	322
RAD9B_CCDS66469.1_ex1_12:110941657-110941680:+_5-1	RAD9B	236	131
FSTL5_CCDS3802.1_ex7_4:162463752-162463775:+_5-2	FSTL5	697	656
SNW1_CCDS9867.1_ex11_14:78217677-78217700:-_5-3	SNW1	121	552
MPC2_CCDS1266.1_ex2_1:167889783-167889806:-_5-1	MPC2	447	410
sgGINS4_2	GINS4_LS	61	298
sgTYK2_4	TYK2_LS	372	561
TMEM225_CCDS31697.1_ex3_11:123755972-123755995:+_5-5	TMEM225	793	468
CHD6_CCDS13317.1_ex16_20:40081404-40081427:+_5-2	CHD6	801	650
SCP2D1_CCDS13139.1_ex0_20:18794653-18794676:+_5-4	SCP2D1	747	572
SPATA9_CCDS4076.1_ex1_5:94999698-94999721:+_5-1	SPATA9	564	460
BTLA_CCDS33819.1_ex3_3:112198508-112198531:+_5-4	BTLA	206	173
SULT1A2_CCDS10636.1_ex3_16:28604802-28604825:-_4-1	SULT1A2	697	483
NDUFAF3_CCDS2784.1_ex3_3:49060353-49060376:-_5-5	NDUFAF3	249	474
CYP2S1_CCDS12573.1_ex1_19:41700552-41700575:+_5-3	CYP2S1	734	706
TCHH_CCDS41396.1_ex0_1:152083580-152083603:-_5-2	TCHH	508	547
sgUBA1_5	UBA1_LS	7	584
DHX29_CCDS34158.1_ex17_5:54581122-54581145:+_5-2	DHX29	193	143
PPP2CB_CCDS6079.1_ex3_8:30651780-30651803:-_5-3	PPP2CB	631	403
CAPNS1_CCDS12489.1_ex1_19:36633229-36633252:-_5-4	CAPNS1	479	559
LEPREL1_CCDS3294.1_ex12_3:189711942-189711965:+_5-4	LEPREL1	604	532
BTNL3_CCDS47358.1_ex2_5:180424236-180424259:-_5-4	BTNL3	399	400
LRRD1_CCDS55124.1_ex4_7:91793297-91793320:+_5-1	LRRD1	5	18
PUF60_CCDS47933.1_ex4_8:144900222-144900245:-_5-3	PUF60	0	357
ZNF25_CCDS7195.1_ex2_10:38245946-38245969:-_5-4	ZNF25	969	690
WDR20_CCDS55942.1_ex0_14:102606363-102606386:-_5-2	WDR20	225	626
CCDC91_CCDS8716.1_ex1_12:28412368-28412391:-_5-1	CCDC91	623	544
TACC1_CCDS47845.1_ex1_8:38682867-38682890:-_5-2	TACC1	718	552
CDKL4_CCDS33184.1_ex3_2:39417618-39417641:+_5-2	CDKL4	519	490
UBASH3A_CCDS13687.1_ex3_21:43833301-43833324:-_5-4	UBASH3A	631	732
LCE6A_CCDS44227.1_ex0_1:152816126-152816149:-_5-3	LCE6A	510	529
sgSTK16_9	STK16_LS	376	306
MYL6B_CCDS8905.1_ex3_12:56549200-56549223:+_5-5	MYL6B	699	642
KAL1_CCDS14130.1_ex10_X:8565174-8565197:+_5-5	KAL1	635	566
AOX1_CCDS33360.1_ex13_2:201477348-201477371:+_5-4	AOX1	282	350
ZNF530_CCDS12955.1_ex2_19:58117461-58117484:-_5-3	ZNF530	726	703
LPHN2_CCDS689.1_ex1_1:82372799-82372822:+_5-2	LPHN2	225	253
CXorf61_CCDS35372.1_ex0_X:115593100-115593123:+_5-4	CXorf61	44	58
DFNB59_CCDS42787.1_ex1_2:179319102-179319125:+_5-1	DFNB59	366	349
USP21_CCDS30920.1_ex0_1:161130871-161130894:-_5-2	USP21	972	659
EIF3E_CCDS6308.1_ex9_8:109248403-109248426:-_5-4	EIF3E	216	405
ABCG4_CCDS8415.1_ex0_11:119020894-119020917:-_5-2	ABCG4	410	441
ZCCHC4_CCDS43218.1_ex3_4:25334987-25335010:-_5-3	ZCCHC4	443	440
CYB5R4_CCDS5000.2_ex3_6:84618793-84618816:-_5-5	CYB5R4	364	427
RGS9BP_CCDS12424.1_ex0_19:33167590-33167613:+_5-4	RGS9BP	802	672
ADRA2A_CCDS7569.2_ex0_10:112838091-112838114:+_5-2	ADRA2A	375	473
sgHAT1_2	HAT1_LS	224	228
POU3F4_CCDS14450.1_ex0_X:82763581-82763604:+_5-2	POU3F4	6	3
IP6K1_CCDS33760.1_ex0_3:49764982-49765005:+_5-2	IP6K1	178	119
NOV_CCDS6328.1_ex2_8:120430283-120430306:+_5-3	NOV	368	371
BTG3_CCDS13569.1_ex1_21:18971036-18971059:+_5-2	BTG3	350	355
ASCL4_CCDS31894.2_ex0_12:108169213-108169236:-_5-4	ASCL4	365	480
sgSIK3_1	SIK3_LS	414	263
RPL6_CCDS9162.1_ex4_12:112846042-112846065:-_5-3	RPL6	98	185
EEF1B2_CCDS2367.1_ex2_2:207026109-207026132:+_5-5	EEF1B2	24	17
POFUT1_CCDS13198.1_ex1_20:30797967-30797990:-_5-3	POFUT1	743	666
ATP2A1_CCDS10643.1_ex7_16:28898974-28898997:-_5-3	ATP2A1	397	413
MYL4_CCDS11510.1_ex2_17:45297258-45297281:+_5-1	MYL4	301	193
GPR114_CCDS10785.1_ex2_16:57597044-57597067:-_5-1	GPR114	612	523
KRT14_CCDS11400.1_ex6_17:39741225-39741248:+_5-3	KRT14	351	512
MMP14_CCDS9577.1_ex2_14:23311123-23311146:-_5-2	MMP14	595	636
sgPSMD3_9	PSMD3_LS	103	378
sgRBM8A_2	RBM8A_LS	122	297
SLFN13_CCDS32620.1_ex3_17:33772283-33772306:-_5-5	SLFN13	51	124
POLR3E_CCDS10605.1_ex3_16:22320278-22320301:+_5-1	POLR3E	356	661
ZYG11B_CCDS30717.1_ex3_1:53245562-53245585:+_5-5	ZYG11B	293	353
CFHR3_CCDS30958.1_ex2_1:196749018-196749041:-_5-4	CFHR3	0	1
USP6_CCDS11069.2_ex5_17:5037231-5037254:-_5-2	USP6	259	508
WDR7_CCDS11962.1_ex7_18:54358952-54358975:-_5-5	WDR7	295	533
CTSK_CCDS969.1_ex5_1:150778600-150778623:-_5-5	CTSK	210	240
C20orf112_CCDS13202.1_ex5_20:31044015-31044038:+_5-4	C20orf112	355	496
SMG5_CCDS1137.1_ex11_1:156236385-156236408:-_5-3	SMG5	377	698
ZBP1_CCDS13461.1_ex4_20:56190072-56190095:-_5-4	ZBP1	882	542
sgGUCY2C_8	GUCY2C_LS	414	393
TMPRSS15_CCDS13571.1_ex21_21:19755952-19755975:+_5-4	TMPRSS15	144	131
MKS1_CCDS11603.2_ex13_17:56292114-56292137:-_5-3	MKS1	551	648
NUDCD3_CCDS5490.2_ex4_7:44524561-44524584:-_5-2	NUDCD3	81	393
CYB561_CCDS11636.1_ex1_17:61512594-61512617:-_5-2	CYB561	821	564
C1QTNF7_CCDS3414.1_ex1_4:15444038-15444061:+_5-4	C1QTNF7	0	13
CDH7_CCDS11993.1_ex5_18:63511063-63511086:+_5-3	CDH7	458	265
POU2AF1_CCDS31675.1_ex2_11:111228518-111228541:-_5-4	POU2AF1	309	307
ZNF517_CCDS6434.1_ex3_8:146032643-146032666:-_5-1	ZNF517	761	638
ZFHX4_CCDS47878.2_ex0_8:77617402-77617425:-_5-3	ZFHX4	518	551
PKN1_CCDS42513.1_ex5_19:14561894-14561917:-_5-3	PKN1	747	625
MOCS1_CCDS43460.1_ex4_6:39881108-39881131:+_5-1	MOCS1	578	459
CGGBP1_CCDS43111.1_ex0_3:88104810-88104833:-_5-3	CGGBP1	353	227
CTRL00295	NON-TARGETING	389	370
IFNGR1_CCDS5185.1_ex5_6:137528148-137528171:+_5-5	IFNGR1	190	106
DUS4L_CCDS5745.1_ex0_7:107207611-107207634:-_5-1	DUS4L	206	230
ADSL_CCDS14001.1_ex0_22:40742659-40742682:+_5-1	ADSL	56	261
sgHNRNPU_1	HNRNPU_LS	293	601
TBC1D29_CCDS32606.1_ex4_17:28890271-28890294:-_5-5	TBC1D29	482	530
DCN_CCDS44951.1_ex1_12:91572177-91572200:-_12-9	DCN	484	461
KIAA1024_CCDS32306.1_ex0_15:79748596-79748619:-_5-1	KIAA1024	507	655
DNASE1L3_CCDS2886.1_ex3_3:58186732-58186755:-_5-1	DNASE1L3	559	645
ADORA3_CCDS41369.1_ex3_1:112031458-112031481:-_12-3	ADORA3	327	364
WNT8B_CCDS7494.1_ex3_10:102240857-102240880:+_5-4	WNT8B	723	717
MEGF6_CCDS41237.1_ex34_1:3511986-3512009:-_5-5	MEGF6	593	610
TCAP_CCDS11342.1_ex1_17:37821999-37822022:+_5-2	TCAP	609	739
RHCG_CCDS10351.1_ex9_15:90039646-90039669:+_5-5	RHCG	564	648
ABCC6_CCDS10568.1_ex17_16:16281043-16281066:-_10-2	ABCC6	332	527
KLK5_CCDS12810.1_ex2_19:51452319-51452342:+_5-3	KLK5	426	330
PGLYRP1_CCDS12680.1_ex2_19:46526099-46526122:+_5-4	PGLYRP1	385	447
DRAM2_CCDS30801.1_ex3_1:111663209-111663232:+_5-1	DRAM2	619	596
TBC1D12_CCDS41553.1_ex0_10:96162711-96162734:+_5-3	TBC1D12	699	664
ZKSCAN8_CCDS4645.1_ex1_6:28117265-28117288:+_5-2	ZKSCAN8	627	513
GALNT7_CCDS3815.1_ex1_4:174169162-174169185:-_5-1	GALNT7	850	731
RPL10A_CCDS4806.1_ex4_6:35438013-35438036:-_5-4	RPL10A	102	322
MAGED4_CCDS48116.1_ex1_X:51929571-51929594:-_5-1	MAGED4	278	528
GRHL3_CCDS251.1_ex5_1:24664123-24664146:+_5-4	GRHL3	217	312
PLA2G12A_CCDS3686.1_ex2_4:110639856-110639879:+_5-2	PLA2G12A	511	710
SPDEF_CCDS4794.1_ex4_6:34512108-34512131:-_5-5	SPDEF	638	463
HRNR_CCDS30859.1_ex0_1:152192569-152192592:-_5-2	HRNR	402	399
GRK7_CCDS3120.1_ex1_3:141499366-141499389:-_5-5	GRK7	734	529
TCTA_CCDS2796.1_ex0_3:49449971-49449994:+_5-2	TCTA	876	813
HAND2_CCDS3819.1_ex1_4:174450223-174450246:+_5-3	HAND2	790	633
APOH_CCDS11663.1_ex3_17:64216816-64216839:+_5-2	APOH	210	208
KRTAP10-10_CCDS33585.1_ex0_21:46057549-46057572:-_5-4	KRTAP10-10	594	646
AHCYL2_CCDS47706.1_ex3_7:129029523-129029546:+_5-4	AHCYL2	189	273
sgGRK5_2	GRK5_LS	204	225
SNAPIN_CCDS1049.1_ex0_1:153631340-153631363:+_5-3	SNAPIN	371	633
CYP1A2_CCDS32293.1_ex0_15:75042276-75042299:+_5-2	CYP1A2	651	593
sgCENPT_5	CENPT_LS	182	379
THAP8_CCDS33000.1_ex1_19:36530341-36530364:-_5-1	THAP8	1411	1048
sgGTPBP4_3	GTPBP4_LS	24	664
HHATL_CCDS2704.1_ex9_3:42741274-42741297:-_5-5	HHATL	400	457
MPO_CCDS11604.1_ex5_17:56355310-56355333:-_5-1	MPO	452	464
